"","Ids","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"844",844,90,4,80,8000,2,1.339,4,4,1,1,1,13,1,3,3,3,5,4,1961,1961,2,2,4,4,3,0,4,5,2,4,4,4,6,0,6,0,1800,1800,2,1,1,5,1800,0,0,1800,0,0,2,0,6,2,4,10,7,0,3.62733333333333,4.385,1959.70736666667,2.52825,0,0,3.903,4.292,3,0,0,0,0,0,0,2.338,2.416,2.809,0,7,2007,9,5,141000
"845",845,50,5,100,12665,2,1,1,4,1,5,1,18,1,3,1,1,5,8,1915,1950,2,2,14,15,3,0,4,5,1,4,4,3,6,0,6,0,876,876,2,3,2,5,876,540,0,1416,0,0,1,1,4,1,4,7,7,1,3,6,1949,3,3,720,5,5,3,418,0,194,0,0,0,2.324,2.549,2.728,0,6,2008,9,5,153900
"846",846,85,4,75.192,16647,2,1.379,1,4,1,2,1,19,6,3,1,7,5,5,1975,1981,2,2,7,7,3,0,4,5,2,3,4,2,1,1390,6,0,0,1390,2,5,2,5,1701,0,0,1701,1,0,2,0,3,1,4,6,4,2,5,3,1975,1,2,611,5,5,3,0,0,0,0,0,0,2.198,2.657,2.933,0,1,2007,9,5,171000
"847",847,60,4,75,9317,2,1.802,4,4,1,5,1,20,3,3,1,6,7,5,1993,1993,2,2,7,7,2,137,3,5,3,3,4,4,1,513,6,0,227,740,2,1,2,5,1006,769,0,1775,1,0,2,1,3,1,3,7,7,1,5,2,1993,3,2,425,5,5,3,234,72,192,0,0,0,2.191,1.693,2.938,0,7,2009,9,5,213000
"848",848,20,4,36,15523,2,1.227,1,4,1,2,1,6,3,3,1,3,5,6,1972,1972,2,2,7,11,3,0,4,5,2,4,4,1,2,460,6,0,404,864,2,1,2,5,864,0,0,864,1,0,1,0,3,1,4,5,7,1,2,2,1972,3,1,338,5,5,3,0,0,0,0,0,0,2.488,2.838,2.676,0,8,2009,9,5,133500
"849",849,50,4,75,45600,2,1.709,2,1,1,5,1,5,3,3,1,1,6,8,1908,1997,2,2,14,15,3,0,4,5,1,4,4,4,6,0,6,0,907,907,2,5,2,5,1307,1051,0,2358,0,0,3,0,5,1,4,10,7,1,3,6,1908,3,2,360,2,5,3,486,40,0,0,175,0,2.413,1.664,2.815,0,9,2008,9,5,240000
"850",850,80,4,80,9600,2,1.717,4,4,1,3,1,25,2,3,1,8,6,7,1976,1994,4,2,10,11,2,360,3,3,2,4,4,4,6,0,6,0,528,528,2,1,2,5,1094,761,0,1855,0,0,2,1,3,1,4,7,7,1,5,2,1976,2,2,512,5,5,3,113,100,0,0,0,0,2.36,1.684,2.907,0,8,2007,9,5,187000
"851",851,120,5,36,4435,2,1.722,4,4,1,5,1,6,3,3,5,3,6,5,2003,2003,2,2,13,14,2,170,3,5,3,3,4,1,3,659,6,0,189,848,2,1,2,5,848,0,0,848,1,0,1,0,1,1,3,3,7,0,3.38045396825397,2,2003,1,2,420,5,5,3,140,0,0,0,0,0,2.347,1.95283333333333,2.76,0,11,2007,9,5,131500
"852",852,120,4,47.0733666666667,3196,2,1.91,4,4,1,5,1,1,3,3,5,3,8,5,2003,2003,2,2,13,14,2,40,3,5,3,3,4,2,6,0,6,0,1273,1273,2,1,2,5,1456,0,0,1456,0,0,2,0,2,1,3,7,7,1,5,2,2003,1,2,400,5,5,3,143,20,0,0,0,0,2.395,1.669,2.851,0,5,2006,9,5,215000
"853",853,75,4,53,7128,2,1.258,4,4,1,5,1,7,3,3,1,5,7,5,1941,1950,2,2,9,9,3,0,4,3,2,4,4,4,5,364,6,0,554,918,2,3,2,5,918,728,0,1646,0,0,2,0,4,1,4,7,7,2,3,6,1941,3,1,240,5,5,3,0,0,0,0,126,0,2.416,3,2.679,0,8,2007,9,5,164000
"854",854,80,4,90.1105,12095,2,1.36,1,4,1,1,1,13,3,3,1,8,6,6,1964,1964,2,2,9,7,2,115,4,3,2,4,4,2,5,564,6,0,563,1127,2,5,2,5,1445,0,0,1445,0,0,1,1,3,1,4,7,7,1,2,2,1964,2,2,645,5,5,3,180,0,0,0,0,0,2.459,3,2.73,0,8,2009,9,5,158000
"855",855,20,4,102,17920,2,1.502,4,4,1,5,1,19,3,3,1,3,5,4,1955,1974,4,2,14,11,3,0,4,5,2,4,4,3,1,306,5,1085,372,1763,2,5,2,5,1779,0,0,1779,1,0,1,1,3,1,4,6,7,1,3,2,1955,3,2,454,5,5,3,0,418,0,0,312,0,2.161,2.213,2.908,0,7,2006,9,1,170000
"856",856,20,4,69.9394166666667,6897,2,1.215,1,4,1,1,1,19,3,3,1,3,5,8,1962,2010,2,2,7,7,3,0,4,3,2,4,4,4,1,659,6,0,381,1040,2,1,2,5,1040,0,0,1040,1,0,1,1,3,1,4,6,7,0,2.901,6,1962,3,1,260,5,5,3,0,104,0,0,0,0,2.247,2.957,2.649,0,4,2010,9,5,127000
"857",857,80,4,71.44,10970,2,1.286,1,3,1,5,2,6,3,3,1,8,6,6,1978,1978,2,2,10,7,3,0,4,5,2,3,2,2,3,505,4,435,0,940,2,5,2,5,1026,0,0,1026,1,0,1,0,3,1,4,5,7,0,4.485,6,1981,3,2,576,5,2,3,0,0,34,0,0,0,2.345,3,2.988,0,10,2008,9,5,147000
"858",858,60,4,65,8125,2,1.444,4,4,1,5,1,9,3,3,1,6,6,5,1994,1995,2,2,7,7,3,0,4,5,3,3,4,4,6,0,6,0,702,702,2,3,2,5,702,779,0,1481,0,0,2,1,3,1,4,6,7,1,5,2,1994,1,2,343,5,5,3,0,36,0,0,0,0,2.39,2.377,2.903,0,3,2009,9,5,174000
"859",859,20,4,80,10400,2,1.421,4,4,1,5,1,17,3,3,1,3,7,5,1976,1976,2,2,7,7,2,189,4,5,2,3,4,4,6,0,6,0,1090,1090,2,5,2,5,1370,0,0,1370,0,0,2,0,3,1,4,6,7,1,5,2,1976,2,2,479,5,5,3,0,0,0,0,0,0,2.339,3,2.951,0,6,2009,9,4,152000
"860",860,60,4,92.7111565656566,11029,2,1.668,1,4,1,1,1,17,4,3,1,6,6,7,1968,1984,2,2,7,7,2,220,4,5,2,4,4,3,2,619,6,0,435,1054,2,5,2,5,1512,1142,0,2654,1,0,2,1,4,1,3,9,7,1,3,2,1968,3,2,619,5,5,3,0,65,0,0,222,0,2.22,1.585,2.877,0,8,2006,9,5,250000
"861",861,50,4,55,7642,2,1.53,4,4,1,1,1,7,3,3,1,1,7,8,1918,1998,2,2,14,15,3,0,3,5,1,4,4,4,6,0,6,0,912,912,2,3,2,5,912,514,0,1426,0,0,1,1,3,1,3,7,7,1,3,6,1925,3,1,216,5,5,3,0,240,0,0,0,0,2.39,1,2.778,0,6,2007,9,5,189950
"862",862,190,4,75,11625,2,1.174,4,4,1,5,1,19,3,3,2,3,5,4,1965,1965,4,2,10,7,3,0,4,5,3,4,4,3,2,841,6,0,198,1039,2,1,2,5,1039,0,0,1039,1,0,1,1,3,1,4,6,7,0,3.2189,2,1965,3,2,504,5,5,3,0,0,0,0,0,0,2.239,2.836,2.799,0,4,2010,9,5,131500
"863",863,20,4,81,9672,2,1.69,4,4,1,1,1,20,3,3,1,3,6,5,1984,1985,4,2,7,11,3,0,4,5,3,3,4,4,3,338,6,0,702,1040,2,5,2,5,1097,0,0,1097,0,0,2,0,3,1,4,6,7,0,4.65,2,1986,3,2,480,5,5,3,0,0,0,0,0,0,2.299,1,2.927,0,5,2010,9,5,152000
"864",864,20,4,70,7931,2,1.493,4,4,1,5,1,13,3,3,1,3,5,5,1959,1959,4,2,4,11,3,0,4,5,2,4,4,4,2,1148,6,0,0,1148,2,5,2,5,1148,0,0,1148,1,0,1,0,3,1,4,6,7,0,4.136,2,1959,3,1,672,5,5,3,0,0,0,0,0,0,2.272,1,2.932,0,7,2009,9,5,132500
"865",865,20,2,72,8640,2,1.977,4,4,1,5,1,21,3,3,1,3,7,5,2007,2008,2,2,13,14,3,0,3,5,3,1,4,4,6,0,6,0,1372,1372,2,1,2,5,1372,0,0,1372,0,0,2,0,3,1,3,6,7,0,3.073,2,2008,1,2,529,5,5,3,0,140,0,0,0,0,2.265,1.682,2.902,0,5,2008,7,6,250580
"866",866,20,4,70.9488333333333,8750,2,1.241,1,4,1,5,1,13,3,3,1,3,5,6,1970,1970,2,2,9,9,2,76,4,5,2,4,4,4,2,828,6,0,174,1002,2,5,2,5,1002,0,0,1002,1,0,1,0,3,1,4,5,7,0,4.312,6,1973,3,2,902,5,5,3,0,0,0,0,0,0,2.216,3,2.947,0,8,2009,9,5,148500
"867",867,20,4,67,10656,2,1.885,1,2,1,5,1,24,3,3,1,3,8,5,2006,2007,2,2,13,14,4,274,3,5,3,3,4,1,6,0,6,0,1638,1638,2,1,2,5,1646,0,0,1646,0,0,2,0,3,1,3,6,7,1,3,2,2007,2,3,870,5,5,3,192,80,0,0,0,0,2.259,1.867,2.878,0,11,2007,7,6,248900
"868",868,20,4,85,6970,2,1.278,4,4,1,1,1,19,2,3,1,3,4,5,1961,1961,2,2,13,14,3,0,4,5,2,4,4,4,1,932,6,0,108,1040,2,5,2,5,1120,0,0,1120,1,0,1,1,3,1,2,5,7,0,4.252,2,1961,2,2,544,5,5,3,168,0,0,0,0,0,2.136,2.742,3,400,5,2007,9,5,129000
"869",869,60,4,84.3906333333333,14762,2,1.277,2,4,1,1,1,9,2,3,1,6,5,6,1948,1950,2,2,10,11,3,0,4,5,4,3.46,3.573,3.184,4.96,0,5.568,0,0,0,2,3,2,5,1547,720,53,2320,0,0,2,0,2,1,4,7,7,1,5,2,1979,3,2,672,5,5,2,120,144,0,0,0,0,2.257,2.505,2.881,0,5,2006,9,5,169000
"870",870,60,4,80,9938,2,1.834,4,4,1,5,1,20,3,3,1,6,7,5,1993,1994,2,2,9,9,2,246,3,5,3,3,4,4,3,750,6,0,300,1050,2,1,2,5,1062,887,0,1949,1,0,2,1,3,1,3,8,7,1,5,2,1993,1,2,574,5,5,3,156,90,0,0,0,0,2.083,1,2.973,0,6,2010,9,5,236000
"871",871,20,4,60,6600,2,1.187,4,4,1,5,1,13,5,3,1,3,5,5,1962,1962,4,2,9,9,3,0,4,5,2,4,4,4,6,0,6,0,894,894,2,3,1,5,894,0,0,894,0,0,1,0,2,1,4,5,7,0,3.081,6,1962,3,1,308,5,5,3,0,0,0,0,0,0,2.419,2.8636,2.728,0,8,2009,9,5,109500
"872",872,60,4,70,8750,2,1.798,4,4,1,5,1,6,3,3,1,6,6,5,1998,1998,2,2,13,14,2,116,4,5,3,3,4,4,3,505,6,0,299,804,2,1,2,5,804,878,0,1682,0,0,2,1,3,1,3,7,7,0,4.883,2,1998,2,2,523,5,5,3,0,77,0,0,0,0,2.208,1.94183333333333,2.944,0,6,2010,9,5,200500
"873",873,20,4,74,8892,2,1.398,4,4,1,1,1,13,3,3,1,3,5,7,1953,1996,2,2,15,16,3,0,3,5,5,4,4,1,6,0,6,0,105,105,2,3,2,5,910,0,0,910,0,0,1,0,3,1,3,5,7,0,3.289,2,1953,3,2,414,5,5,3,196,0,150,0,0,0,2.333,2,2.749,0,10,2008,9,5,116000
"874",874,40,4,60,12144,2,1.214,4,4,1,5,1,13,3,3,1,3,5,7,1949,1950,2,2,7,7,3,0,3,5,2,4,4,4,5,375,6,0,457,832,2,3,2,5,1036,0,232,1268,0,0,1,0,3,1,4,6,7,1,3,2,1949,3,1,288,5,5,3,0,28,0,0,0,0,2.436,2.809,2,0,9,2009,9,5,133000
"875",875,50,5,52,5720,2,1.032,4,4,1,5,1,18,1,3,1,1,5,6,1941,1950,2,2,14,15,3,0,4,5,2,4,4,4,6,0,6,0,676,676,2,1,2,5,676,455,0,1131,0,0,1,1,3,1,4,5,7,0,3.443,6,1941,3,1,200,5,5,3,26,0,0,0,0,0,2.237,2.6125,2.797,0,8,2009,9,1,66500
"876",876,60,2,75,9000,2,1.942,4,4,1,5,1,21,3,3,1,6,8,5,2007,2007,2,2,6,6,3,0,3,5,3,3,4,1,3,64,6,0,1120,1184,2,1,2,5,1184,1426,0,2610,0,0,2,1,4,1,1,11,7,1,3,4,2007,1,2,550,5,5,3,208,364,0,0,0,0,2.258,1.708,2.916,0,8,2007,7,6,303477
"877",877,20,4,94,25286,2,1.258,4,2,1,5,2,12,3,3,1,3,4,5,1963,1963,2,2,7,11,3,0,4,5,3,4,4,2,1,633,6,0,431,1064,2,3,2,5,1040,0,0,1040,1,0,1,0,3,1,4,5,7,0,3.268,2,1963,3,2,648,5,5,3,0,0,0,0,0,0,2.397,2.844,2.783,0,1,2007,9,5,132250
"878",878,60,4,74,8834,2,1.863,4,4,1,5,1,16,3,3,1,6,9,5,2004,2005,4,2,13,14,4,216,3,5,3,1,4,4,3,1170,6,0,292,1462,2,1,2,5,1462,762,0,2224,1,0,2,1,4,1,1,10,7,1,3,2,2004,1,3,738,5,5,3,184,0,0,0,0,0,1.953,1.829,2.93,0,6,2009,9,5,350000
"879",879,85,4,88,11782,2,1.239,1,4,1,5,1,19,3,3,1,7,5,7,1961,1995,2,2,7,7,3,0,4,5,2,4,4,1,1,899,6,0,210,1109,2,5,2,5,1155,0,0,1155,1,0,1,0,3,1,3,6,4,0,4.46066666666667,6,1987,3,2,576,5,5,3,192,0,0,0,0,0,2.291,3,3,400,6,2010,9,5,148000
"880",880,20,4,64.2253333333333,7000,2,1.517,1,4,1,2,1,6,3,3,1,3,5,8,1978,2005,2,2,13,14,2,90,3,3,2,4,4,4,1,646,6,0,218,864,2,1,2,5,864,0,0,864,1,0,1,0,3,1,4,6,7,0,2.85726666666667,2,1978,3,1,336,5,5,3,0,0,0,0,0,0,2.306,2,2.709,0,7,2009,9,5,136500
"881",881,20,4,60,7024,2,1.743,4,4,1,5,1,8,3,3,1,3,5,5,2005,2006,2,2,13,14,3,0,4,5,3,1,2,4,1,980,6,0,110,1090,2,3,2,5,1090,0,0,1090,1,0,1,1,2,1,4,5,7,0,3.2416,2,2005,1,2,450,5,5,3,0,49,0,0,0,0,2.267,1.98225,2.845,0,6,2007,9,5,157000
"882",882,50,4,44,13758,2,1.788,1,4,1,2,1,24,3,3,1,1,7,5,1990,1991,2,2,7,7,2,117,3,3,2,3,4,3,4,902,6,0,254,1156,2,1,2,5,1187,530,0,1717,0,0,2,1,3,1,3,7,7,1,5,2,1990,2,2,400,5,5,3,168,36,0,0,0,0,2.145,1.692,2.846,0,4,2007,9,5,187500
"883",883,60,4,76.3826666666667,9636,2,1.446,1,4,1,1,1,9,3,3,1,6,6,5,1992,1993,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,808,808,2,3,2,5,808,785,0,1593,0,0,2,1,3,1,4,7,7,1,5,4,1993,2,2,389,5,5,3,342,40,0,0,0,0,2.394,3,2.909,0,12,2009,9,5,178000
"884",884,75,4,60,6204,2,1.274,4,1,1,5,1,23,3,3,1,4,4,5,1912,1950,2,2,14,15,3,0,3,5,3,4,1,4,6,0,6,0,795,795,2,5,1,5,954,795,481,2230,1,0,1,0,5,1,4,10,7,0,3.646,6,1997,3,1,440,5,3,3,0,188,0,0,0,0,2.32,2.564,2.856,0,3,2006,9,5,118500
"885",885,20,4,65,7150,2,1.569,4,4,1,5,1,13,3,3,1,3,5,5,1967,1967,2,2,7,7,2,60,4,5,2,4,4,4,2,432,6,0,460,892,2,5,2,5,892,0,0,892,0,0,1,0,3,1,4,5,7,0,3.294,2,1967,2,1,288,5,5,3,0,0,0,0,0,0,2.458,2,2.757,0,7,2009,9,5,1e+05
"886",886,120,2,50,5119,2,1.967,1,4,1,2,1,21,3,3,5,3,9,5,1999,2000,2,2,9,9,2,60,3,5,3,1,4,1,3,1238,6,0,460,1698,2,1,2,5,1709,0,0,1709,1,0,2,0,2,1,3,5,7,1,5,2,1999,1,2,506,5,5,3,97,65,0,0,0,0,2.14,1.908,2.801,0,1,2008,6,1,328900
"887",887,90,4,70,8393,2,1.743,4,4,1,1,1,13,3,3,3,3,5,5,1959,2005,2,2,9,9,2,122,4,5,2,4,4,4,4,528,6,0,1098,1626,2,1,2,5,1712,0,0,1712,0,0,2,0,4,2,4,8,7,0,3.397,2,2005,1,2,588,5,5,3,272,54,0,0,0,0,2.409,1.943,2.757,0,6,2006,9,4,145000
"888",888,50,4,59,16466,2,1.158,1,4,1,5,1,8,3,3,1,1,5,7,1955,1955,2,2,9,9,3,0,4,3,3,4,4,4,6,0,6,0,816,816,2,5,2,5,872,521,0,1393,0,0,1,1,3,1,4,8,7,0,3.182,2,1955,3,1,300,5,5,3,121,0,0,0,265,0,2.492,2.7275,2.653,0,4,2008,9,5,135500
"889",889,20,4,95,15865,2,1.426,1,4,1,5,2,13,3,3,1,3,8,6,1970,1970,1,6,14,15,3,0,3,3,3,4,2,2,1,351,5,823,1043,2217,2,1,2,5,2217,0,0,2217,1,0,2,0,4,1,3,8,7,1,5,2,1970,3,2,621,5,5,3,81,207,0,0,224,0,2.15,2.491,2.964,0,10,2007,9,5,268000
"890",890,20,4,128,12160,2,1.379,4,4,1,5,1,13,2,3,1,3,6,4,1953,1953,4,2,14,15,2,90,4,5,2,4,4,4,2,1024,6,0,481,1505,2,1,2,5,1505,0,0,1505,1,0,1,0,2,1,4,6,7,1,5,2,1953,2,2,505,5,5,3,0,0,0,162,0,0,2.232,2.657,2.921,0,2,2009,9,5,149500
"891",891,50,4,60,8064,2,1.148,4,4,1,1,1,13,1,3,1,1,5,7,1949,2006,2,2,9,9,3,0,4,3,2,4,4,3,6,0,6,0,672,672,2,1,2,5,672,252,0,924,0,0,1,0,3,1,4,6,7,1,4,6,2003,3,2,576,5,5,3,0,0,0,0,0,0,2.313,3,3,2000,7,2007,9,5,122900
"892",892,60,4,70,11184,2,1.326,4,4,1,5,1,19,3,3,1,6,6,5,1978,1978,4,2,7,7,2,92,4,5,2,4,4,4,4,226,5,500,192,918,2,3,2,5,918,765,0,1683,0,0,2,1,3,1,4,7,7,1,5,2,1978,2,2,440,5,5,3,243,0,0,0,0,0,2.191,2.746,2.982,0,7,2009,9,5,172500
"893",893,20,4,70,8414,2,1.342,4,4,1,5,1,19,3,3,1,3,6,8,1963,2003,4,2,7,7,3,0,4,5,2,4,4,4,3,663,6,0,396,1059,2,5,2,5,1068,0,0,1068,0,1,1,0,3,1,4,6,7,0,2.996,2,1963,2,1,264,5,5,3,192,0,0,0,0,0,2.399,3,2.639,0,2,2006,9,5,154500
"894",894,20,4,79.5283333333333,13284,2,1.613,4,4,1,5,1,19,5,3,1,3,5,5,1954,1954,2,2,14,11,3,0,4,5,3,3,4,3,2,1064,6,0,319,1383,2,5,2,5,1383,0,0,1383,1,0,1,0,3,1,4,6,7,1,3,2,1954,3,1,354,5,5,3,511,116,0,0,0,0,2.353,1,2.864,0,6,2008,9,5,165000
"895",895,90,4,64,7018,2,1.289,4,1,1,5,1,20,3,3,3,3,5,5,1979,1979,2,2,10,11,3,0,4,5,4,3.358,3.81433333333333,3.33683333333333,4.943,0,5.637,0,0,0,2,5,2,5,1535,0,0,1535,0,0,2,0,4,2,4,8,7,0,4.384,2,1979,3,2,400,5,5,3,0,0,0,0,0,0,2.292,2.465,2.862,0,6,2009,9,3,118858
"896",896,60,4,71,7056,2,1.27,4,4,1,5,1,13,3,3,1,6,6,5,1963,1963,4,2,7,7,2,415,4,5,2,4,4,4,2,400,6,0,380,780,2,5,2,5,983,813,0,1796,1,0,1,1,4,1,4,8,7,1,5,2,1963,2,2,483,5,5,3,0,50,0,0,0,0,2.279,2.53,2.938,0,10,2008,9,5,140000
"897",897,30,5,50,8765,2,1,4,4,1,5,1,10,3,3,1,3,4,6,1936,1950,2,2,14,15,3,0,4,5,1,4,4,4,1,285,6,0,666,951,2,1,1,5,951,0,0,951,0,0,1,0,2,1,4,6,7,0,3.187,6,1936,3,1,327,5,5,3,0,28,0,0,0,0,2.323,2.8855,2.771,0,4,2006,9,1,106500
"898",898,90,4,64,7018,2,1.631,4,4,1,5,1,20,2,3,3,6,5,5,1979,1979,2,2,10,11,3,0,4,5,4,3.306,3.685,3.328,4.999,0,5.597,0,0,0,2,5,2,5,1120,1120,0,2240,0,0,2,0,6,2,4,12,7,0,4.3545,6,1979,3,2,528,5,5,3,154,0,0,0,0,0,2.244,1.658,2.868,0,6,2009,9,3,142953
"899",899,20,4,100,12919,2,1.815,1,4,1,5,1,16,3,3,1,3,9,5,2009,2010,4,2,13,14,4,760,1,5,3,1,4,2,3,2188,6,0,142,2330,2,1,2,5,2364,0,0,2364,1,0,2,1,2,1,1,11,7,2,3,2,2009,1,3,820,5,5,3,0,67,0,0,0,0,1.984,2.056,2.891,0,3,2010,7,6,611657
"900",900,20,4,65,6993,2,1.191,4,4,1,5,1,19,2,3,1,3,5,7,1961,1994,2,2,7,11,3,0,4,5,2,4,4,4,2,465,6,0,447,912,2,5,2,5,1236,0,0,1236,0,0,1,0,3,1,4,6,7,1,5,2,1961,3,1,288,5,5,3,0,0,0,0,0,0,2.362,2.853,2.916,0,6,2006,9,5,135000
"901",901,20,4,64.9975833333333,7340,2,1.17,1,4,1,5,1,13,3,3,1,3,4,6,1971,1971,2,2,7,7,3,0,4,5,2,4,4,4,1,322,6,0,536,858,2,5,2,5,858,0,0,858,0,0,1,0,2,1,4,4,7,0,4.167,6,1979,3,1,684,5,5,3,0,0,0,0,0,0,2.339,2.862,2.924,0,6,2007,9,5,110000
"902",902,20,4,64,8712,2,1.286,1,4,1,5,1,13,3,3,1,3,5,7,1957,2000,4,2,9,9,3,0,4,3,2,4,4,3,2,860,6,0,132,992,2,5,2,5,1306,0,0,1306,1,0,1,0,2,1,4,5,7,0,3.154,6,1968,3,1,756,5,5,3,0,0,0,0,0,0,2.253,2.839,2.693,0,5,2009,9,5,153000
"903",903,60,4,63,7875,2,1.845,4,4,1,5,1,9,3,3,1,6,7,5,2003,2003,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,783,783,2,1,2,5,807,702,0,1509,0,0,2,1,3,1,3,8,7,1,3,2,2003,1,2,393,5,5,3,0,75,0,0,0,0,2.367,1.75783333333333,2.897,0,7,2006,9,5,180000
"904",904,20,4,50,14859,2,1.845,1,2,1,2,1,9,3,3,1,3,7,5,2006,2006,4,2,13,14,2,27,3,5,3,3,4,4,6,0,6,0,1670,1670,2,1,2,5,1670,0,0,1670,0,0,2,0,3,1,3,7,7,1,3,2,2006,2,3,690,5,5,3,144,60,0,0,0,0,2.295,1.861,2.834,0,8,2006,7,6,240000
"905",905,20,4,64.9865833333333,6173,2,1.149,1,4,1,5,1,19,3,3,1,3,5,6,1967,1967,2,2,7,15,2,75,4,5,2,4,4,4,3,599,6,0,277,876,2,5,2,5,902,0,0,902,0,0,1,0,3,1,4,6,7,0,3.51366666666667,2,1967,3,1,288,5,5,3,0,0,0,0,0,0,2.297,3,2.852,0,8,2007,9,5,125500
"906",906,20,4,80,9920,2,1.316,4,4,1,5,1,13,3,3,1,3,5,5,1954,1954,2,2,7,7,4,110,4,5,2,4,4,4,5,354,4,290,412,1056,2,5,2,5,1063,0,0,1063,1,0,1,0,3,1,4,6,7,0,3.175,2,1954,2,1,280,5,5,3,0,0,164,0,0,0,2.37,3,2.783,0,2,2010,9,5,128000
"907",907,20,4,116,13501,2,1.881,1,4,1,1,1,21,3,3,1,3,8,5,2006,2006,2,2,13,14,4,208,3,5,3,3,4,4,3,63,6,0,1560,1623,2,1,2,5,1636,0,0,1636,1,0,2,0,3,1,3,8,7,1,3,2,2006,2,3,865,5,5,3,0,60,0,0,0,0,2.108,1.794,2.848,0,6,2007,9,5,255000
"908",908,50,4,86,11500,2,1.727,1,4,1,5,1,7,3,3,1,1,7,7,1936,1987,2,2,4,4,3,0,3,5,2,3,4,4,5,223,6,0,794,1017,2,3,2,5,1020,1037,0,2057,0,0,1,1,3,1,3,6,7,1,3,2,1936,1,1,180,2,5,3,0,0,0,0,322,0,2.391,1.72566666666667,2.801,0,6,2006,9,5,250000
"909",909,20,4,72.8849761904762,8885,2,1.213,1,3,1,5,2,12,3,3,1,3,5,5,1983,1983,2,2,7,7,3,0,4,5,2,3,4,1,2,301,1,324,239,864,2,5,2,5,902,0,0,902,1,0,1,0,2,1,4,5,7,0,4.37,2,1983,3,2,484,5,5,3,164,0,0,0,0,0,2.252,3,2.931,0,6,2006,9,5,131000
"910",910,60,4,149,12589,2,1.784,2,4,1,5,1,9,3,3,1,6,6,5,2005,2005,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,742,742,2,1,2,5,742,742,0,1484,0,0,2,1,3,1,3,8,7,1,3,2,2005,1,2,390,5,5,3,36,24,0,0,0,0,2.412,1.73783333333333,2.849,0,6,2009,9,5,174000
"911",911,90,4,80,11600,2,1.615,4,4,1,1,1,13,2,3,3,6,5,5,1960,1960,2,2,9,9,2,361,4,5,2,4,4,4,5,443,6,0,662,1105,2,5,2,1,1105,1169,0,2274,0,0,2,0,5,2,4,12,7,0,3.488,6,1960,3,2,480,5,5,3,0,0,0,0,0,0,2.347,1.68266666666667,2.799,0,1,2010,9,5,154300
"912",912,20,4,69.5895,9286,2,1.694,1,4,1,2,2,6,3,3,1,3,5,7,1977,1989,2,2,7,11,3,0,4,5,2,3,2,1,1,196,6,0,1072,1268,2,5,2,5,1268,0,0,1268,0,0,1,1,3,1,3,5,7,0,3.357,6,1978,3,1,252,5,5,3,173,0,0,0,0,0,2.536,1.923,2.744,0,10,2009,9,5,143500
"913",913,30,5,51,6120,2,1.184,4,4,1,5,1,4,3,3,1,3,5,7,1925,1950,2,2,9,9,3,0,4,5,1,4,4,4,5,489,6,0,279,768,2,5,1,5,1015,0,0,1015,0,0,1,0,3,1,4,6,3,0,4.05,6,1925,3,1,450,5,5,3,0,0,112,0,120,0,2.25,3,3,620,7,2006,9,1,88000
"914",914,90,3,82,6270,2,1.692,4,2,1,5,1,7,3,3,3,6,5,6,1949,1950,2,2,9,9,3,0,4,5,2,4,4,4,2,284,6,0,717,1001,2,5,1,1,1001,1001,0,2002,0,0,2,0,4,2,4,8,7,0,3.512,1,1949,3,3,871,5,5,3,0,0,0,0,0,0,2.474,1.77366666666667,2.671,0,8,2007,9,5,145000
"915",915,160,2,30,3000,2,2,4,4,1,5,1,21,3,3,5,6,6,5,2009,2009,2,2,13,14,4,76,3,5,3,3,4,1,3,294,6,0,318,612,2,1,2,5,612,612,0,1224,0,0,2,1,2,1,3,4,7,0,3.3635,6,2009,2,2,528,5,5,3,0,234,0,0,0,0,2.327,1.87183333333333,2.766,0,6,2009,7,6,173733
